id,name,code
medical_occupation_38,"Director general - entidades de salud, educación, servicio social  y organizaciones de membresía",0014
medical_occupation_39,"Director general, hospital",0014
medical_occupation_40,"Presidente - entidades de salud, educación, servicio social  y organizaciones de membresía",0014
medical_occupation_41,"Director ejecutivo, organización no gubernamental",0014
medical_occupation_42,"Director ejecutivo, institución hospitalaria",0014
medical_occupation_43,"Presidente, asociación científica",0014
medical_occupation_44,"Director general, organización humanitaria",0014
medical_occupation_45,"Director ejecutivo, organización de voluntariado",0014
medical_occupation_46,"Director ejecutivo, asociación de profesionales",0014
medical_occupation_47,"Director general, institución correccional",0014
medical_occupation_48,"Director general, institución de servicios de salud  ",0014
medical_occupation_49,"Director general, institución educativa",0014
medical_occupation_50,"Director general, organización de membresía",0014
medical_occupation_51,"Presidente, organización gremial",0014
medical_occupation_52,"Gerente general - entidades de salud, educación, servicio social  y organizaciones de membresía",0014
medical_occupation_53,"Gerente general, empresa de servicios a la salud",0014
medical_occupation_54,"Gerente general, entidad hospitalaria",0014
medical_occupation_55,"Dirigente, organización humanitaria",0014
medical_occupation_56,"Secretario general, organización humanitaria",0014
medical_occupation_57,"Rector, universidad",0014
medical_occupation_58,"Vicerrector académico, universidad",0014
medical_occupation_59,"Vicepresidente, entidades de salud y organizaciones de membresía ",0014
medical_occupation_60,"Vicepresidente de mercadeo - entidades de salud, educación y organizaciones de membresía",0014
medical_occupation_61,"Vicepresidente de recursos humanos - entidades de salud, educación y organizaciones de membresía",0014
medical_occupation_62,"Vicepresidente financiero y administrativo, entidades de salud y organizaciones de membresía",0014
medical_occupation_63,"Rector, institución de educación",0014
medical_occupation_64,"Directores y Gerentes Generales de Comercio, Medios de Comunicación y Otros Servicios",0015
medical_occupation_65,"Director general, ventas - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_66,"Gerente general, cadena radial",0015
medical_occupation_67,"Director general - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_68,"Presidente - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_69,"Gerente general, cadena de restaurantes",0015
medical_occupation_70,"Presidente, empresa de radio y televisión",0015
medical_occupation_71,"Director ejecutivo - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_72,"Gerente general, cadena de almacenes ",0015
medical_occupation_73,"Gerente general, ventas -empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_74,"Gerente general, hotel",0015
medical_occupation_75,"Gerente general - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_76,"Gerente general, organización hotelera",0015
medical_occupation_77,"Presidente, club deportivo profesional   ",0015
medical_occupation_78,"Vicepresidente de operaciones - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_79,Vicepresidente de operaciones - empresas de radio y televisión,0015
medical_occupation_80,"Vicepresidente - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_81,"Vicepresidente de mercadeo, cadena de hoteles ",0015
medical_occupation_82,"Vicepresidente de producción - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_83,"Vicepresidente financiero y administrativo - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_84,"Vicepresidente de recursos humanos - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_85,"Vicepresidente de mercadeo, cadena de almacenes ",0015
medical_occupation_86,"Vicepresidente de mercadeo y ventas - empresas de comercio, medios de comunicación y otros servicios",0015
medical_occupation_87,"Directores y Gerentes Generales de Producción de Bienes, Servicios Públicos, Transporte y Construcción",0016
medical_occupation_88,"Gerente general, empresa metalmecánica",0016
medical_occupation_89,"Presidente, compañía constructora",0016
medical_occupation_90,"Gerente general, empresa manufacturera",0016
medical_occupation_91,"Gerente general, empresa de transporte",0016
medical_occupation_92,"Gerente general, empresa de construcción",0016
medical_occupation_93,"Gerente general, empresa de servicio público",0016
medical_occupation_94,"Presidente - empresas manufactureras, de construcción y transporte",0016
medical_occupation_95,"Gerente general - empresas manufactureras, de construcción y transporte",0016
medical_occupation_96,"Gerente general, empresa de distribución de gas ",0016
medical_occupation_97,"Director general - empresas manufactureras, de construcción y transporte",0016
medical_occupation_98,"Gerente general, empresa agroindustrial",0016
medical_occupation_99,"Gerente general, empresa de acueducto",0016
medical_occupation_100,"Gerente general, compañía minera",0016
medical_occupation_101,"Presidente, empresa manufacturera",0016
medical_occupation_102,"Director general, ventas - empresas manufactureras, de construcción y transporte",0016
medical_occupation_103,"Director general, industria manufacturera",0016
medical_occupation_104,"Vicepresidente de mercadeo, aerolínea",0016
medical_occupation_105,"Vicepresidente financiero y administrativo - empresas manufactureras, de construcción y transporte",0016
medical_occupation_106,"Vicepresidente de ventas y mercadeo, empresa manufacturera",0016
medical_occupation_107,"Vicepresidente de recursos humanos - empresas manufactureras, de construcción y transporte",0016
medical_occupation_108,Vicepresidente de operaciones - empresa de energía eléctrica,0016
medical_occupation_109,"Vicepresidente de producción, compañía petrolera",0016
medical_occupation_110,"Vicepresidente de producción - empresas manufactureras, de construcción y transporte",0016
medical_occupation_111,"Vicepresidente - empresas manufactureras, de construcción y transporte",0016
medical_occupation_112,"Vicepresidente de operaciones - empresas manufactureras, de construcción y transporte",0016
medical_occupation_113,Gerentes Financieros,0111
medical_occupation_114,"Jefe, tesorería y cartera",0111
medical_occupation_115,"Jefe, tesorería",0111
medical_occupation_116,"Director, departamento de auditoria y control",0111
medical_occupation_117,"Gerente, corporación financiera",0111
medical_occupation_118,Gerente financiero,0111
medical_occupation_119,"Gerente, control financiero",0111
medical_occupation_120,"Director, presupuesto",0111
medical_occupation_121,"Director, auditoria",0111
medical_occupation_122,"Jefe, soporte financiero",0111
medical_occupation_123,"Jefe, presupuesto",0111
medical_occupation_124,"Director, fondos y pagos",0111
medical_occupation_125,"Jefe, costos",0111
medical_occupation_126,"Jefe, auditoria",0111
medical_occupation_127,Director financiero,0111
medical_occupation_128,"Jefe, control financiero ",0111
medical_occupation_129,"Director, planeación financiera",0111
medical_occupation_130,"Jefe, costos y presupuesto ",0111
medical_occupation_131,"Jefe, contabilidad",0111
medical_occupation_132,"Director, presupuesto y contabilidad",0111
medical_occupation_133,"Jefe, financiero",0111
medical_occupation_134,"Tesorero, pagador",0111
medical_occupation_135,Tesorero ,0111
medical_occupation_136,"Tesorero, municipal ",0111
medical_occupation_137,Gerentes de Recursos Humanos,0112
medical_occupation_138,"Gerente, relaciones industriales",0112
medical_occupation_139,"Director, relaciones laborales",0112
medical_occupation_140,"Jefe, selección e inducción",0112
medical_occupation_141,"Director, relaciones industriales",0112
medical_occupation_142,"Director, personal",0112
medical_occupation_143,"Jefe, salud ocupacional",0112
medical_occupation_144,"Gerente, gestión humana",0112
medical_occupation_145,"Jefe, selección de personal",0112
medical_occupation_146,"Jefe, salarios",0112
medical_occupation_147,"Jefe, gestión humana",0112
medical_occupation_148,"Director, desarrollo de personal",0112
medical_occupation_149,"Jefe, desarrollo organizacional",0112
medical_occupation_150,"Jefe, compensación y beneficios",0112
medical_occupation_151,"Jefe, capacitación",0112
medical_occupation_152,"Jefe, personal",0112
medical_occupation_153,"Jefe, bienestar social",0112
medical_occupation_154,"Gerente, recursos humanos",0112
medical_occupation_155,"Jefe, relaciones laborales",0112
medical_occupation_156,"Director, recursos humanos",0112
medical_occupation_157,"Jefe, recursos humanos",0112
medical_occupation_158,"Jefe, relaciones industriales",0112
medical_occupation_159,"Jefe, capacitación y desarrollo de personal",0112
medical_occupation_160,"Subgerente, relaciones industriales",0112
medical_occupation_161,Gerentes de Compras y Adquisiciones,0113
medical_occupation_162,"Jefe, compras",0113
medical_occupation_163,"Director, compras",0113
medical_occupation_164,"Jefe, materiales y suministros",0113
medical_occupation_165,"Jefe, suministros",0113
medical_occupation_166,"Gerente, abastecimiento",0113
medical_occupation_167,"Jefe, compras y suministros",0113
medical_occupation_168,"Gerente, compras y adquisiciones",0113
medical_occupation_169,"Gerente, compras y materiales ",0113
medical_occupation_170,"Jefe, contratación",0113
medical_occupation_171,Gerentes de Otros Servicios Administrativos,0114
medical_occupation_172,"Jefe, registro y archivo",0114
medical_occupation_173,Director administrativo,0114
medical_occupation_174,"Jefe, rotación y existencias",0114
medical_occupation_175,Gerente administrativo y financiero,0114
medical_occupation_176,"Jefe, departamento - seguridad",0114
medical_occupation_177,"Jefe, control interno",0114
medical_occupation_178,"Gerente, servicios administrativos ",0114
medical_occupation_179,"Jefe, archivo ",0114
medical_occupation_180,"Jefe, admisiones y registro",0114
medical_occupation_181,"Jefe, inventarios",0114
medical_occupation_182,Jefe administrativo,0114
medical_occupation_183,"Director, servicios administrativos",0114
medical_occupation_184,"Asistente de gerencia, administrativa",0114
medical_occupation_185,Gerente administrativo,0114
medical_occupation_186,"Jefe, servicios administrativos",0114
medical_occupation_187,Subgerente administrativo,0114
medical_occupation_188,Subgerente administrativo y financiero,0114
medical_occupation_189,Subdirector administrativo,0114
medical_occupation_190,Asistente Servicio de Escoltas,0114
medical_occupation_191,Coordinador de Armamento y Comunicaciones,0114
medical_occupation_192,Coordinador de Servicios de Seguridad Electrónica,0114
medical_occupation_193,Coordinador Programación,0114
medical_occupation_194,Dirección Servicio de Escoltas,0114
medical_occupation_195,Director de Programación de Servicios de Vigilancia,0114
medical_occupation_196,Director Operaciones,0114
medical_occupation_197,Director Seguridad,0114
medical_occupation_198,Ejecutivo de Servicios,0114
medical_occupation_199,Jefe Centro de Operaciones ,0114
medical_occupation_200,Jefe de Armamento y Comunicaciones,0114
medical_occupation_201,Jefe de Instalaciones Electrónicas,0114
medical_occupation_202,Jefe de Investigación,0114
medical_occupation_203,Jefe de Operaciones,0114
medical_occupation_204,Jefe de Planta,0114
medical_occupation_205,Jefe de Programación,0114
medical_occupation_206,Jefe de Puesto en Vigilancia,0114
medical_occupation_207,Jefe Diseño Medios Tecnológicos de Seguridad,0114
medical_occupation_208,Jefe Seguridad Electrónica,0114
medical_occupation_209,"Gerentes de Seguros, Bienes Raíces y Corretaje Financiero",0121
medical_occupation_210,"Gerente, seguros de vida",0121
medical_occupation_211,"Gerente, bienes raíces",0121
medical_occupation_212,Gerente actuario,0121
medical_occupation_213,"Administrador, portafolio de inversiones",0121
medical_occupation_214,"Gerente, seguros",0121
medical_occupation_215,"Jefe, seguros y finanzas",0121
medical_occupation_216,"Gerente, propiedad raíz",0121
medical_occupation_217,"Gerente, corretaje financiero",0121
medical_occupation_218,"Gerentes de Banca, Crédito e Inversiones",0122
medical_occupation_219,"Administrador, oficina - pensiones y cesantías",0122
medical_occupation_220,"Gerente, servicio al cliente - institución financiera",0122
medical_occupation_221,"Gerente, sucursal - banca",0122
medical_occupation_222,"Jefe, crédito y cartera",0122
medical_occupation_223,"Jefe, sección fiduciaria",0122
medical_occupation_224,"Jefe, departamento - crédito",0122
medical_occupation_225,"Director, servicios tarjeta de crédito",0122
medical_occupation_226,"Jefe, servicio al cliente - institución financiera",0122
medical_occupation_227,"Gerente, crédito",0122
medical_occupation_228,"Gerente, inversión",0122
medical_occupation_229,"Gerente, inversión - fiduciaria",0122
medical_occupation_230,"Gerente comercial, banca empresarial ",0122
medical_occupation_231,"Gerente, operaciones - banca",0122
medical_occupation_232,"Gerente, oficina - banca",0122
medical_occupation_233,"Gerente, cuenta - banca",0122
medical_occupation_234,"Director, oficina - banca",0122
medical_occupation_235,"Gerente, banco ",0122
medical_occupation_236,"Subgerente comercial, banca personal",0122
medical_occupation_237,"Subgerente, oficina - banca",0122
medical_occupation_238,Gerentes de Otros Servicios a las Empresas,0123
medical_occupation_239,"Director, organización y métodos",0123
medical_occupation_240,"Jefe, organización y métodos",0123
medical_occupation_241,"Gerente, servicios de consultoría",0123
medical_occupation_242,"Gerente, servicios de seguridad y vigilancia",0123
medical_occupation_243,"Gerente, agencia de empleo",0123
medical_occupation_244,"Gerente, firma de abogados",0123
medical_occupation_245,"Gerente, servicios de informática",0123
medical_occupation_246,"Gerente, servicios de investigación de mercados",0123
medical_occupation_247,"Director, servicios publicitarios",0123
medical_occupation_248,"Gerente, servicios a las empresas",0123
medical_occupation_249,"Gerente, firma de contadores",0123
medical_occupation_250,"Director, servicios de investigación de mercados",0123
medical_occupation_251,"Gerente, servicios de nómina",0123
medical_occupation_252,"Gerente, firma de auditoria",0123
medical_occupation_253,Gerentes de Empresas de Telecomunicaciones,0131
medical_occupation_254,"Jefe, servicios de telecomunicaciones",0131
medical_occupation_255,"Gerente, operaciones - telecomunicaciones",0131
medical_occupation_256,"Jefe, departamento - telecomunicaciones",0131
medical_occupation_257,"Gerente, servicios de  operación y transmisión - telecomunicaciones",0131
medical_occupation_258,"Gerente, instalaciones - telecomunicaciones",0131
medical_occupation_259,"Gerente, sistema de telecomunicaciones",0131
medical_occupation_260,"Gerente, servicios de telecomunicación",0131
medical_occupation_261,Gerentes de Servicios de Correo y Mensajería,0132
medical_occupation_262,"Administrador, correos",0132
medical_occupation_263,"Gerente, planta - servicios postal y de mensajería",0132
medical_occupation_264,"Gerente, operaciones - correo",0132
medical_occupation_265,"Gerente, servicios de encomienda",0132
medical_occupation_266,"Gerente, servicios de courier",0132
medical_occupation_267,"Gerente, servicios de mensajería",0132
medical_occupation_268,"Gerente, servicios de correo",0132
medical_occupation_269,"Jefe, operaciones - mensajería",0132
medical_occupation_270,"Gerente, servicios postal y de correo",0132
medical_occupation_271,"Jefe, servicios postales",0132
medical_occupation_272,Gerentes de Ingeniería,0211
medical_occupation_273,"Gerente, ingeniería - eléctrica",0211
medical_occupation_274,"Gerente, servicios de arquitectura",0211
medical_occupation_275,"Gerente, aseguramiento de calidad",0211
medical_occupation_276,"Director, servicios de ingeniería",0211
medical_occupation_277,"Director, seguridad industrial",0211
medical_occupation_278,"Gerente, control de calidad",0211
medical_occupation_279,"Director, control de calidad",0211
medical_occupation_280,"Gerente, ingeniería - proyectos",0211
medical_occupation_281,"Director, aseguramiento de calidad",0211
medical_occupation_282,"Gerente, investigación - ingeniería y desarrollo",0211
medical_occupation_283,"Gerente, departamento - ingeniería",0211
medical_occupation_284,"Gerente, firma de ingeniería",0211
medical_occupation_285,"Gerente, ingeniería - producción",0211
medical_occupation_286,"Jefe, control de calidad",0211
medical_occupation_287,"Gerente, ingeniería - telecomunicaciones",0211
medical_occupation_288,"Gerente, servicios de ingeniería",0211
medical_occupation_289,Gerentes de Investigación y Desarrollo en Ciencias Naturales y Aplicadas,0212
medical_occupation_290,"Director, departamento agronómico",0212
medical_occupation_291,"Gerente, servicios estadísticos         ",0212
medical_occupation_292,"Director, departamento de sanidad vegetal",0212
medical_occupation_293,"Director, departamento investigación y desarrollo",0212
medical_occupation_294,"Director, investigación - minería",0212
medical_occupation_295,"Jefe, estadística",0212
medical_occupation_296,"Director, investigación - fabricación",0212
medical_occupation_297,"Gerente, programa de ciencias",0212
medical_occupation_298,"Gerente, departamento - investigación",0212
medical_occupation_299,"Gerente, investigación y desarrollo",0212
medical_occupation_300,Gerentes de Sistemas de Información y Procesamiento de Datos,0213
medical_occupation_301,"Director, sistemas informáticos",0213
medical_occupation_302,"Gerente, sistemas informáticos",0213
medical_occupation_303,"Jefe, sistemas",0213
medical_occupation_304,"Gerente, departamento - informática",0213
medical_occupation_305,"Gerente, sistemas de información",0213
medical_occupation_306,"Gerente, sistemas",0213
medical_occupation_307,"Director, departamento de informática",0213
medical_occupation_308,"Jefe, operaciones - sistemas",0213
medical_occupation_309,Gerentes de Servicios a la Salud,0311
medical_occupation_310,Director médico,0311
medical_occupation_311,"Director, centro de salud",0311
medical_occupation_312,"Director, servicios de sanidad",0311
medical_occupation_313,"Jefe, departamento - fisioterapia",0311
medical_occupation_314,"Director, urgencias",0311
medical_occupation_315,"Jefe, departamento - dietética y nutrición",0311
medical_occupation_316,"Jefe, departamento médico",0311
medical_occupation_317,"Director, laboratorio clínico",0311
medical_occupation_318,"Jefe, atención médica hospitalaria",0311
medical_occupation_319,"Director, servicios de rehabilitación - médica",0311
medical_occupation_320,"Jefe, cirugía",0311
medical_occupation_321,"Auditor, médico",0311
medical_occupation_322,"Director, laboratorio médico",0311
medical_occupation_323,"Administrador, hospitalario",0311
medical_occupation_324,Director científico,0311
medical_occupation_325,Subdirector científico,0311
medical_occupation_326,Subdirector medico,0311
medical_occupation_327,Gerentes de Programas de Política Social y de Salud,0411
medical_occupation_328,"Director, programas de salud - servicios gubernamentales",0411
medical_occupation_329,"Gerente, desarrollo y políticas de vivienda",0411
medical_occupation_330,"Gerente, programas de servicio social - servicios gubernamentales",0411
medical_occupation_331,"Gerente, programas de salud - servicios gubernamentales",0411
medical_occupation_332,"Director, programas de servicio social - servicios gubernamentales",0411
medical_occupation_333,Gerentes de Programas de Política de Desarrollo Económico,0412
medical_occupation_334,"Director, programas de desarrollo económico - servicios gubernamentales",0412
medical_occupation_335,"Director, análisis de política económica",0412
medical_occupation_336,"Administrador, aduana",0412
medical_occupation_337,"Director, políticas de impuestos",0412
medical_occupation_338,"Director, aduana - servicios gubernamentales",0412
medical_occupation_339,Gerentes de Programas de Política Educativa,0413
medical_occupation_340,"Director, desarrollo curricular",0413
medical_occupation_341,"Director, programas de política educativa - servicios gubernamentales",0413
medical_occupation_342,"Director, investigación y análisis de política educativa",0413
medical_occupation_343,"Gerente, programas de política educativa - servicios gubernamentales",0413
medical_occupation_344,"Supervisor, educación",0413
medical_occupation_345,Otros Gerentes de Administración Pública,0414 
medical_occupation_346,"Jefe, departamento - administración pública",0414 
medical_occupation_347,"Director, organización electoral",0414 
medical_occupation_348,"Director, relaciones intergubernamentales",0414 
medical_occupation_349,Administradores de Educación Superior y Formación para el Trabajo,0421
medical_occupation_350,"Director, escuela de aviación",0421
medical_occupation_351,"Director académico, universidad",0421
medical_occupation_352,"Director, investigación - universidad",0421
medical_occupation_353,"Director, escuela de comercio",0421
medical_occupation_354,"Director académico, institución de educación superior",0421
medical_occupation_355,"Director, centro formación profesional",0421
medical_occupation_356,Decano,0421
medical_occupation_357,"Director, carrera - universidad",0421
medical_occupation_358,"Director, postgrados",0421
medical_occupation_359,"Jefe, centro de formación profesional",0421
medical_occupation_360,"Jefe, admisiones y registro académico",0421
medical_occupation_361,Secretario académico,0421
medical_occupation_362,Directores y Administradores de Educación Básica y Media,0422
medical_occupation_363,"Director académico, institución de educación secundaria",0422
medical_occupation_364,"Director, colegio - educación básica primaria",0422
medical_occupation_365,Coordinador académico,0422
medical_occupation_366,"Director, colegio - educación básica secundaria",0422
medical_occupation_367,"Director, institución - educación secundaria",0422
medical_occupation_368,"Director, escuela primaria",0422
medical_occupation_369,"Director, institución - educación básica primaria",0422
medical_occupation_370,"Director, institución - educación especial",0422
medical_occupation_371,"Vicerrector, colegio",0422
medical_occupation_372,"Supervisor, escolar",0422
medical_occupation_373,"Gerentes de Servicios Social, Comunitario y Correccional",0423
medical_occupation_374,"Gerente, servicios correccionales, comunitarios y sociales",0423
medical_occupation_375,"Director, centro de detención",0423
medical_occupation_376,"Director, establecimiento de adaptación social",0423
medical_occupation_377,"Director, organización no gubernamental",0423
medical_occupation_378,"Director, centro comunitario",0423
medical_occupation_379,"Director, institución - correccional",0423
medical_occupation_380,"Gerentes de Biblioteca, Archivo, Museo y Galería de Arte",0511
medical_occupation_381,"Gerente, galería de arte",0511
medical_occupation_382,"Administrador, museo",0511
medical_occupation_383,"Director, archivo",0511
medical_occupation_384,"Gerente, museo",0511
medical_occupation_385,"Director, biblioteca",0511
medical_occupation_386,"Director, museo",0511
medical_occupation_387,Gerentes de Medios de Comunicación y Artes Escénicas,0512
medical_occupation_388,"Gerente, programadora de televisión",0512
medical_occupation_389,"Gerente, publicaciones",0512
medical_occupation_390,"Director, compañía de ballet",0512
medical_occupation_391,"Director, estación de radio",0512
medical_occupation_392,"Director, programación de radio y televisión",0512
medical_occupation_393,"Director, compañía de teatro   ",0512
medical_occupation_394,"Director, audiovisuales",0512
medical_occupation_395,"Director, publicaciones",0512
medical_occupation_396,"Jefe, publicaciones ",0512
medical_occupation_397,"Gerente, compañía de teatro",0512
medical_occupation_398,"Gerente, estación de radio",0512
medical_occupation_399,Directores de Programas de Esparcimiento y Deportes,0513
medical_occupation_400,"Jefe, actividades culturales",0513
medical_occupation_401,"Director, asociación deportiva",0513
medical_occupation_402,"Director, centro de recreación",0513
medical_occupation_403,"Director, programas de recreación",0513
medical_occupation_404,"Gerente, programas deportivos",0513
medical_occupation_405,"Gerente, equipo deportivo profesional",0513
medical_occupation_406,"Director, recreación y deporte",0513
medical_occupation_407,"Gerente, servicios de esparcimiento",0513
medical_occupation_408,"Gerentes de Ventas, Mercadeo y Publicidad",0611
medical_occupation_409,"Director, mercadeo",0611
medical_occupation_410,"Gerente, comunicaciones",0611
medical_occupation_411,"Director comercial, ventas ",0611
medical_occupation_412,"Gerente, comercio mayorista",0611
medical_occupation_413,"Jefe, promoción de ventas",0611
medical_occupation_414,"Director, publicidad",0611
medical_occupation_415,"Director, mercadeo y ventas",0611
medical_occupation_416,"Jefe, mercadeo y ventas",0611
medical_occupation_417,"Jefe, mercadeo ",0611
medical_occupation_418,"Jefe, medios publicitarios",0611
medical_occupation_419,"Gerente comercial, ventas",0611
medical_occupation_420,"Jefe, investigación de mercados",0611
medical_occupation_421,"Gerente, comercio al por mayor",0611
medical_occupation_422,"Jefe, relaciones públicas",0611
medical_occupation_423,"Gerente, mercadeo",0611
medical_occupation_424,"Gerente, nacional de ventas",0611
medical_occupation_425,"Gerente, producto",0611
medical_occupation_426,"Gerente, medios y publicidad",0611
medical_occupation_427,"Director, comercialización",0611
medical_occupation_428,"Gerente, promoción",0611
medical_occupation_429,"Gerente, marca",0611
medical_occupation_430,"Director, relaciones públicas",0611
medical_occupation_431,"Gerente, servicio al cliente - comercio al por menor",0611
medical_occupation_432,"Gerente, publicidad",0611
medical_occupation_433,"Jefe, publicidad",0611
medical_occupation_434,"Jefe, ventas - comercio al por mayor",0611
medical_occupation_435,"Director, ventas",0611
medical_occupation_436,"Director, telemercadeo",0611
medical_occupation_437,"Gerente, ventas",0611
medical_occupation_438,"Asistente de gerencia, ventas y mercadeo",0611
medical_occupation_439,"Gerente, mercadeo y ventas",0611
medical_occupation_440,"Director, relaciones públicas e información",0611
medical_occupation_441,"Gerente, regional  de ventas",0611
medical_occupation_442,"Director, desarrollo comercial",0611
medical_occupation_443,"Director, comunicaciones y publicidad",0611
medical_occupation_444,"Director, comunicaciones",0611
medical_occupation_445,"Subgerente, ventas",0611
medical_occupation_446,"Subgerente, mercadeo",0611
medical_occupation_447,Gerentes de Servicios de Comercio Exterior,0612
medical_occupation_448,"Jefe, comercio exterior ",0612
medical_occupation_449,"Director, departamento internacional",0612
medical_occupation_450,"Gerente, comercio exterior",0612
medical_occupation_451,"Gerente, división de embarques ",0612
medical_occupation_452,"Jefe, exportaciones",0612
medical_occupation_453,"Director, importaciones y exportaciones",0612
medical_occupation_454,"Gerente, exportaciones ",0612
medical_occupation_455,"Jefe, importaciones ",0612
medical_occupation_456,"Director, comercio exterior ",0612
medical_occupation_457,"Gerente, negocios internacionales ",0612
medical_occupation_458,Gerentes de Comercio al Por Menor,0621
medical_occupation_459,"Gerente, concesionario",0621
medical_occupation_460,"Gerente, almacén por departamentos",0621
medical_occupation_461,"Gerente, agencia de viajes",0621
medical_occupation_462,"Gerente, comercio minorista",0621
medical_occupation_463,"Gerente, comercio minorista - almacenes de cadena",0621
medical_occupation_464,"Gerente, comercio minorista - autoservicio",0621
medical_occupation_465,"Administrador, estación de servicio",0621
medical_occupation_466,"Jefe, departamento - comercio al por menor",0621
medical_occupation_467,Comerciante,0621
medical_occupation_468,Gerentes de Restaurantes y Servicios de Alimentos,0631
medical_occupation_469,"Gerente, casa de banquetes",0631
medical_occupation_470,"Jefe, departamento -alimentos y bebidas",0631
medical_occupation_471,"Gerente, restaurante",0631
medical_occupation_472,"Gerente, café y bar.",0631
medical_occupation_473,"Gerente, servicio de alimentos y bebidas - hotel ",0631
medical_occupation_474,Gerentes de Servicios de Alojamiento,0632
medical_occupation_475,"Gerente, servicios de hospedaje",0632
medical_occupation_476,"Gerente, reservaciones - cadenas de hoteles",0632
medical_occupation_477,"Gerente, centro vacacional",0632
medical_occupation_478,"Gerente, hotel",0632
medical_occupation_479,"Gerente, hostelería",0632
medical_occupation_480,"Administrador, residencia estudiantil",0632
medical_occupation_481,"Jefe, reservas - hotel",0632
medical_occupation_482,"Gerente, servicios de alojamiento",0632
medical_occupation_483,"Director, centro vacacional",0632
medical_occupation_484,"Asistente de gerencia, hotel ",0632
medical_occupation_485,"Administrador, centro vacacional",0632
medical_occupation_486,"Administrador, motel",0632
medical_occupation_487,"Administrador, hotel",0632
medical_occupation_488,"Comandante , estación de bomberos",0632
medical_occupation_489,"Subcomandante, estación de bomberos",0632
medical_occupation_490,Jefe Recepción ,0632
medical_occupation_491,Gerentes de Otros Servicios,0651
medical_occupation_492,"Gerente, centro de estética",0651
medical_occupation_493,"Gerente, gimnasio",0651
medical_occupation_494,"Gerente, lavandería",0651
medical_occupation_495,"Gerente, servicios de aseo y limpieza",0651
medical_occupation_496,"Gerente, sala de belleza",0651
medical_occupation_497,"Gerente, escuela de conducción",0651
medical_occupation_498,Gerentes de Producción Primaria ,0711
